Name,Location,City,P.O Box,Phone,Mobile,Company page link,Logo url
Rhythm N Bites,Oud Metha,"Dubai, UAE",126624,+97143583368,N/A,https://www.yellowpages-uae.com/rhythm-n-bites-140895.html,N/A
Rice Overdose,Salama St,"Abu Dhabi, UAE",N/A,+97126220068,+971521775697,https://www.yellowpages-uae.com/rice-overdose-175504.html,N/A
Rihan Restaurant,Al Qusais 2,"Dubai, UAE",N/A,+97142592992,N/A,https://www.yellowpages-uae.com/rihan-restaurant-103520.html,N/A
Rimal Bar,Bani Yas,"Abu Dhabi, UAE",N/A,+97126596666,N/A,https://www.yellowpages-uae.com/rimal-bar-147578.html,N/A
Ritaj Restaurant,Electra St,"Abu Dhabi, UAE",27034,+97126310036,N/A,https://www.yellowpages-uae.com/ritaj-restaurant-146543.html,N/A
Rite Bite,"Opp Day to Day, Near Post Office, Karama","Dubai, UAE",N/A,+97143576306,N/A,https://www.yellowpages-uae.com/rite-bite-68552.html,N/A
Riviera Italian Restaurant,Al Bateen,"Abu Dhabi, UAE",44044,+97126650144,N/A,https://www.yellowpages-uae.com/riviera-italian-restaurant-118055.html,N/A
Robertos,N/A,"Dubai, UAE",N/A,+97143860066,N/A,https://www.yellowpages-uae.com/robertos-175646.html,N/A
Robyan Restaurant,"Bhnd Al Mamzar Bldg, Hor Al Anz East, Deira","Dubai, UAE",16515,+97142977474,+971567425888,https://www.yellowpages-uae.com/robyan-restaurant-175205.html,N/A
Rock Bottom - Regent Palace Hotel,"Opp Burjuman Centre, Trade Centre Rd, Karama","Dubai, UAE",26816,+97143963888,N/A,https://www.yellowpages-uae.com/rock-bottom-regent-palace-hotel-113971.html,N/A
Rodeo Grill,"Beach Rotana, Al Zahiyah","Abu Dhabi, UAE",N/A,+97126979012,N/A,https://www.yellowpages-uae.com/rodeo-grill-175622.html,N/A
Ronda Locatelli,"Crescent Rd, Palm Jumeirah","Dubai, UAE",211188,+97144262626,N/A,https://www.yellowpages-uae.com/ronda-locatelli-125572.html,N/A
Rosewater,"Jumeirah Al Etihad Towers, Al Khubeirah","Abu Dhabi, UAE",N/A,+97128115555,N/A,https://www.yellowpages-uae.com/rosewater-175718.html,N/A
Rosina Bellina Restaurant,Corniche Road,"Abu Dhabi, UAE",N/A,+97126390587,N/A,https://www.yellowpages-uae.com/rosina-bellina-restaurant-168560.html,N/A
Rossovivo,"Millenium Tower, Shk Zayed Road","Dubai, UAE",N/A,+97143805833,N/A,https://www.yellowpages-uae.com/rossovivo-175774.html,N/A
Royal Foods Restaurant,"Grand Shopping Mall, Al Quoz","Dubai, UAE",33716,+97143388977,N/A,https://www.yellowpages-uae.com/royal-foods-restaurant-144433.html,N/A
Royal Kebab Restaurant,"Shop 2, Lake Central Tower, Fakhruddin Properties, Business Bay","Dubai, UAE",282947,+97142753096,N/A,https://www.yellowpages-uae.com/royal-kebab-restaurant-153684.html,N/A
Royal Orchid Chinese & Thai Restaurant,Marina Walk,"Dubai, UAE",114586,+97143674040,N/A,https://www.yellowpages-uae.com/royal-orchid-chinese-thai-restaurant-113545.html,N/A
Royal Rajasthan Restaurant & Cafe,Hamdan Street,"Abu Dhabi, UAE",72535,+97126353763,+971508685252,https://www.yellowpages-uae.com/royal-rajasthan-restaurant-cafe-175512.html,N/A
Rozanah Restaurant,Yas Marina,"Abu Dhabi, UAE",N/A,+97124963411,N/A,https://www.yellowpages-uae.com/rozanah-restaurant-168558.html,N/A
Ruchi Restaurant,Ziyani Area,"Abu Dhabi, UAE",35980,+97126792679,N/A,https://www.yellowpages-uae.com/ruchi-restaurant-132000.html,N/A
Ruchi Star Restaurant,"Bhnd Arabian Courtyard Hotel, Near Dubai Museum, Bur Dubai","Dubai, UAE",234480,+97143525895,+971561823509,https://www.yellowpages-uae.com/ruchi-star-restaurant-175290.html,N/A
S Cafe,JLT,"Dubai, UAE",N/A,+97143794044,N/A,https://www.yellowpages-uae.com/s-cafe-175776.html,N/A
Saba Mandi & Madhbi Rest,"Next to Sharjah University, Muweilah","Sharjah, UAE",N/A,+97165500816,N/A,https://www.yellowpages-uae.com/saba-mandi-madhbi-rest-175462.html,N/A
Sabir Afghan Restaurant,"318 Road, Near Grand City Mall, Al Quoz","Dubai, UAE",N/A,+971524243516,N/A,https://www.yellowpages-uae.com/sabir-afghan-restaurant-175590.html,N/A
Saca Advertising LLC,N/A,"Dubai, UAE",27680,+97142563531,N/A,https://www.yellowpages-uae.com/saca-advertising-llc-152647.html,N/A
Sacci,N/A,"Abu Dhabi, UAE",N/A,+97126169999,N/A,https://www.yellowpages-uae.com/sacci-175719.html,N/A
Sadaf,Al Maktoum St,"Dubai, UAE",N/A,+97142221622,N/A,https://www.yellowpages-uae.com/sadaf-105428.html,N/A
Sadaf Wa Marjan Restaurant LLC,"Bhnd Dubai Islamic Bank, National Paints, Al Muweilah","Sharjah, UAE",N/A,+97165356030,N/A,https://www.yellowpages-uae.com/sadaf-wa-marjan-restaurant-llc-146560.html,N/A
Safari Bruasted Chicken & Refreshment,"Near Dana Hotel, TCA","Abu Dhabi, UAE",N/A,+97126450003,N/A,https://www.yellowpages-uae.com/safari-bruasted-chicken-refreshment-131680.html,N/A
Safeer Al Mandi,"Jamal Abdul Naser Rd, Al Majaz","Sharjah, UAE",N/A,+97165444225,N/A,https://www.yellowpages-uae.com/safeer-al-mandi-147688.html,N/A
Safire Restaurant,"Near UAE Exchange, Rolla Sq","Sharjah, UAE",20256,+97165614393,N/A,https://www.yellowpages-uae.com/safire-restaurant-112392.html,N/A
Sagar Calicut,"Near Al Ansari Exchange, Al Arooba St","Sharjah, UAE",67993,+97165639781,+971551979165,https://www.yellowpages-uae.com/sagar-calicut-68586.html,N/A
Sagar City Restaurant,Abu Shagara,"Sharjah, UAE",N/A,+97165595660,N/A,https://www.yellowpages-uae.com/sagar-city-restaurant-147203.html,N/A
Sagar Deluxe Restaurant LLC,Hor Al Anz,"Dubai, UAE",N/A,+97142963738,N/A,https://www.yellowpages-uae.com/sagar-deluxe-restaurant-llc-148308.html,N/A
Sagar Restaurant,Passport Rd,"Abu Dhabi, UAE",N/A,+97126413690,N/A,https://www.yellowpages-uae.com/sagar-restaurant-145536.html,N/A
Sager Deira Restaurant LLC,Hor Al Anz,"Dubai, UAE",82041,+97142681268,N/A,https://www.yellowpages-uae.com/sager-deira-restaurant-llc-146793.html,N/A
Sai Dham Restaurant,Karama,"Dubai, UAE",28146,+97143358788,N/A,https://www.yellowpages-uae.com/sai-dham-restaurant-141795.html,N/A
Saif Al Jazeera Restaurant,"Frij Murar, Deira","Dubai, UAE",89051,+97142710532,N/A,https://www.yellowpages-uae.com/saif-al-jazeera-restaurant-131057.html,N/A
Salaam Namaste Restaurant,"Meena Bazar, Bur Dubai","Dubai, UAE",241473,+97143256144,+971582349786,https://www.yellowpages-uae.com/salaam-namaste-restaurant-175292.html,N/A
Salat Al Makolat Restaurant,"Behind National Hospital, Najda Street","Abu Dhabi, UAE",N/A,+97126749901,+971501221302,https://www.yellowpages-uae.com/salat-al-makolat-restaurant-175576.html,N/A
Saleh Bin Lahej Group,Garhoud,"Dubai, UAE",1443,+97142828188,N/A,https://www.yellowpages-uae.com/saleh-bin-lahej-group-118062.html,N/A
Salem Saif Restaurant,N/A,"Jebel Ali, UAE",N/A,+97148523951,N/A,https://www.yellowpages-uae.com/salem-saif-restaurant-101182.html,N/A
Salero,"Kempenski Hotel, Shk Zayed Road","Dubai, UAE",N/A,+97144095888,N/A,https://www.yellowpages-uae.com/salero-175775.html,N/A
Salim Ali Salim Restaurant,Al Dagaya Street,"Dubai, UAE",N/A,+97142261383,N/A,https://www.yellowpages-uae.com/salim-ali-salim-restaurant-101163.html,N/A
Sama Al Akawi Restaurant,N/A,"Abu Dhabi, UAE",N/A,+971522610444,+971522610555,https://www.yellowpages-uae.com/sama-al-akawi-restaurant-175511.html,N/A
Sama Al Khaleej Pastry,Al Nahda 2,"Dubai, UAE",N/A,+97142390916,+971509781207,https://www.yellowpages-uae.com/sama-al-khaleej-pastry-175228.html,N/A
Samakmk Restaurant,"Al Qasimiya St, Al Ghubaiba","Sharjah, UAE",N/A,+97165676703,N/A,https://www.yellowpages-uae.com/samakmk-restaurant-147326.html,N/A
Samiramis Cafeteria,"Near Al Sahaba Mosque, TCA","Abu Dhabi, UAE",N/A,+97126459034,+971505667901,https://www.yellowpages-uae.com/samiramis-cafeteria-175494.html,N/A
Samurai Japanese Restaurant,Meena Rd,"Abu Dhabi, UAE",5133,+97126766612,N/A,https://www.yellowpages-uae.com/samurai-japanese-restaurant-118744.html,N/A
Sanaya Al Thoufeeque Rest,Mussafah,"Abu Dhabi, UAE",8375,+97125559923,N/A,https://www.yellowpages-uae.com/sanaya-al-thoufeeque-rest-126030.html,N/A
Sandwichy,"One Omniyat Tower, Business Bay","Dubai, UAE",N/A,+97100245245,N/A,https://www.yellowpages-uae.com/sandwichy-175303.html,N/A
Sangeet Indian Multicuisine Restaurant,Al Qusais,"Dubai, UAE",125981,+97142592433,N/A,https://www.yellowpages-uae.com/sangeet-indian-multicuisine-restaurant-103524.html,N/A
Sangeeta Veg Restaurant,Karama,"Dubai, UAE",4893,+97143367111,N/A,https://www.yellowpages-uae.com/sangeeta-veg-restaurant-133361.html,N/A
Sangeetha Vegetarian Restaurant LLC,Karama,"Dubai, UAE",N/A,+97143367111,N/A,https://www.yellowpages-uae.com/sangeetha-vegetarian-restaurant-llc-108479.html,N/A
Sanman Restaurant,Qusais,"Dubai, UAE",20249,+97142613415,N/A,https://www.yellowpages-uae.com/sanman-restaurant-143859.html,N/A
Saraya Palace Restaurant,Khalidiya,"Abu Dhabi, UAE",32002,+97126662288,N/A,https://www.yellowpages-uae.com/saraya-palace-restaurant-145703.html,N/A
Sardina Seafood Restaurant,"Reem Mall, Jumairah Road, Jumairah 3","Dubai, UAE",333327,+97143390444,+971528734444,https://www.yellowpages-uae.com/sardina-seafood-restaurant-173430.html,N/A
Sardinia,Al Mushrif,"Abu Dhabi, UAE",N/A,+97126577640,N/A,https://www.yellowpages-uae.com/sardinia-175720.html,N/A
Sarhad Darbar General Trading,N/A,"Dubai, UAE",91753,+97142565394,N/A,https://www.yellowpages-uae.com/sarhad-darbar-general-trading-158845.html,N/A
Sarhad Darbar Restaurants LLC,Al Aweer,"Dubai, UAE",94637,+97142363114,N/A,https://www.yellowpages-uae.com/sarhad-darbar-restaurants-llc-143417.html,N/A
Satwa Palace Restaurant,Satwa Road,"Dubai, UAE",N/A,+97143422070,N/A,https://www.yellowpages-uae.com/satwa-palace-restaurant-142376.html,N/A
Savage Garden - Capitol Hotel,"Al Mina Rd, Bur Dubai","Dubai, UAE",33228,+97143460111,N/A,https://www.yellowpages-uae.com/savage-garden-capitol-hotel-134821.html,N/A
Sax Restaurant Club,Khalifa St,"Abu Dhabi, UAE",44489,+97126741286,N/A,https://www.yellowpages-uae.com/sax-restaurant-club-131634.html,N/A
Sayad Bahar Restaurant,Al Garhoud,"Dubai, UAE",N/A,+97142288003,N/A,https://www.yellowpages-uae.com/sayad-bahar-restaurant-175537.html,N/A
Sayad Seafood,"Emirates Palace, Al Ras Al Akhdar","Abu Dhabi, UAE",N/A,+97126907999,N/A,https://www.yellowpages-uae.com/sayad-seafood-175740.html,N/A
Scantic Restaurant,"Near Bus Station, Satwa","Dubai, UAE",24611,+97143492162,N/A,https://www.yellowpages-uae.com/scantic-restaurant-125036.html,N/A
Sea Mood Restaurant,"Mankhool Road, Satwa","Dubai, UAE",N/A,+97143857977,N/A,https://www.yellowpages-uae.com/sea-mood-restaurant-175777.html,N/A
Sea Mood Restaurant,"Mankhool Rd, Diyafa","Dubai, UAE",N/A,+97143857977,N/A,https://www.yellowpages-uae.com/sea-mood-restaurant-148173.html,N/A
Sea Shell Cafeteria,"Near Emarat, Garhoud Bridge Aree, Garhoud","Dubai, UAE",N/A,+97143244334,+971555598186,https://www.yellowpages-uae.com/sea-shell-cafeteria-175212.html,N/A
Sea Shell LLC,N/A,"Abu Dhabi, UAE",N/A,+97126215234,N/A,https://www.yellowpages-uae.com/sea-shell-llc-145704.html,N/A
Sea View Restaurant,Jumeirah Rd,"Dubai, UAE",11449,+97143335552,N/A,https://www.yellowpages-uae.com/sea-view-restaurant-164164.html,N/A
Sealand Restaurant,"Bhnd UAE Exchange Centre, Rolla","Sharjah, UAE",60522,+97165612020,N/A,https://www.yellowpages-uae.com/sealand-restaurant-137781.html,N/A
Seazen Foodpoint Restaurant,N/A,"Abu Dhabi, UAE",N/A,+97126264191,+971501149859,https://www.yellowpages-uae.com/seazen-foodpoint-restaurant-175528.html,N/A
Segafredo Zanetti Espresso,Ibn Batuta Mall,"Dubai, UAE",23684,+97143243757,N/A,https://www.yellowpages-uae.com/segafredo-zanetti-espresso-132050.html,N/A
Select Restaurant & Cafeteria,Electra St,"Abu Dhabi, UAE",N/A,+97126330068,N/A,https://www.yellowpages-uae.com/select-restaurant-cafeteria-145676.html,N/A
Seven Emirates Restaurant,N/A,"Abu Dhabi, UAE",N/A,+97125524125,N/A,https://www.yellowpages-uae.com/seven-emirates-restaurant-146544.html,N/A
Sevilla Restaurant,N/A,"Abu Dhabi, UAE",N/A,+97125080555,N/A,https://www.yellowpages-uae.com/sevilla-restaurant-142536.html,N/A
Sevilos,Khalifa Str,"Abu Dhabi, UAE",N/A,+97126146000,N/A,https://www.yellowpages-uae.com/sevilos-143302.html,N/A
Shabab Al Tybeen Cafeteria,"Behind Honda Showroom, Electra Street","Abu Dhabi, UAE",N/A,+97126745277,+971501617668,https://www.yellowpages-uae.com/shabab-al-tybeen-cafeteria-175519.html,N/A
Shabiyat Al Toufeeq Refreshments,Mussafah,"Abu Dhabi, UAE",N/A,+97125527176,N/A,https://www.yellowpages-uae.com/shabiyat-al-toufeeq-refreshments-146545.html,N/A
Shahab Restaurant,"Bldg, 28, Near Eppco Pump, Al Qusais Indl Area 4","Dubai, UAE",N/A,+97142838007,N/A,https://www.yellowpages-uae.com/shahab-restaurant-147692.html,N/A
Shahariyar Restaurant,"Nakheel Road, Deira","Dubai, UAE",N/A,+97142212797,N/A,https://www.yellowpages-uae.com/shahariyar-restaurant-142525.html,N/A
Shahi Daawat,Bur Dubai,"Dubai, UAE",N/A,+971588401212,N/A,https://www.yellowpages-uae.com/shahi-daawat-175312.html,N/A
Shahi Mughal Restaurant,"Beside Muncipality office, Satwa","Dubai, UAE",N/A,+97143440051,+971525943286,https://www.yellowpages-uae.com/shahi-mughal-restaurant-175315.html,N/A
Shahi Tandoor,"Zabeel Road, Karama","Dubai, UAE",N/A,+97143583583,N/A,https://www.yellowpages-uae.com/shahi-tandoor-67451.html,N/A
Shaikh Al Mandi Restaurant,Al Barsha 1,"Dubai, UAE",N/A,+97143929932,N/A,https://www.yellowpages-uae.com/shaikh-al-mandi-restaurant-68546.html,N/A
Shakespeare And Co,N/A,"Jebel Ali, UAE",N/A,+97148854330,N/A,https://www.yellowpages-uae.com/shakespeare-and-co-145285.html,N/A
Shaklan Restaurant,"Mubarak Al Jafla W/H, Street 12 , Al Quoz Indl Area 2","Dubai, UAE",N/A,+97143285533,N/A,https://www.yellowpages-uae.com/shaklan-restaurant-143790.html,N/A
Shako Mako,"Beach Road, Jumeirah 3","Dubai, UAE",75232,+97143444007,+971557744900,https://www.yellowpages-uae.com/shako-mako-175569.html,N/A
Sham Alsehhi Restaurant,"Damascus St, Al Qusais","Dubai, UAE",48636,+97142511155,+971567588865,https://www.yellowpages-uae.com/sham-alsehhi-restaurant-175325.html,N/A
Shamiana,Sahara Center,"Sharjah, UAE",N/A,+97165395930,N/A,https://www.yellowpages-uae.com/shamiana-107677.html,N/A
Shams Al Aseel Cafeteria,Satwa,"Dubai, UAE",N/A,+97143329505,N/A,https://www.yellowpages-uae.com/shams-al-aseel-cafeteria-145343.html,N/A
Shams Al Batheen Restaurant,Al Qusais,"Dubai, UAE",79328,+97142672204,N/A,https://www.yellowpages-uae.com/shams-al-batheen-restaurant-117846.html,N/A
Shams Restaurant,Khalidiya,"Abu Dhabi, UAE",29128,+97126210176,N/A,https://www.yellowpages-uae.com/shams-restaurant-134374.html,N/A
Shanghai Station,Oud Metha,"Dubai, UAE",N/A,+97143966559,+971525934179,https://www.yellowpages-uae.com/shanghai-station-175210.html,N/A
Sharafuddin Restaurant,"China H-03, Dubai International City","Dubai, UAE",N/A,+97144475278,N/A,https://www.yellowpages-uae.com/sharafuddin-restaurant-145537.html,N/A
Sharafudheen Restaurant,Al Quoz Industrial Area 3,"Dubai, UAE",N/A,+97143468448,N/A,https://www.yellowpages-uae.com/sharafudheen-restaurant-142697.html,N/A
Sharjah Club Cafeteria,Near Cricket Stadium,"Sharjah, UAE",N/A,+97165431717,N/A,https://www.yellowpages-uae.com/sharjah-club-cafeteria-147387.html,N/A
Shatee Restaurant,"Bhnd Citymax Hotel, Al Wahda St","Sharjah, UAE",N/A,+97165556070,N/A,https://www.yellowpages-uae.com/shatee-restaurant-175372.html,N/A
Shater Grill House Restaurant,"Near Madina Mall, Dubai","Dubai, UAE",N/A,+97143415660,+971565886004,https://www.yellowpages-uae.com/shater-grill-house-restaurant-175299.html,N/A
Shatir Hassan Restaurant,Al Falah St,"Abu Dhabi, UAE",46539,+97126416616,N/A,https://www.yellowpages-uae.com/shatir-hassan-restaurant-129158.html,N/A
Shaukath Restaurant,Bhnd of Karama Hotel,"Dubai, UAE",N/A,+97143352526,N/A,https://www.yellowpages-uae.com/shaukath-restaurant-142911.html,N/A
Shawarma Time,Najda St,"Abu Dhabi, UAE",37942,+97126336633,N/A,https://www.yellowpages-uae.com/shawarma-time-164777.html,N/A
Shawarmaji,Al Barsha,"Dubai, UAE",N/A,+97144521717,+971504605280,https://www.yellowpages-uae.com/shawarmaji-175356.html,N/A
Sheeshan Restaurant,"Frij Murar, Deira","Dubai, UAE",N/A,+97142730147,N/A,https://www.yellowpages-uae.com/sheeshan-restaurant-142365.html,N/A
Sher-E-Punjab Restaurant,"Oman St, Al Nakheel","Ras Al Khaimah, UAE",812,+97172221572,N/A,https://www.yellowpages-uae.com/sher-e-punjab-restaurant-113510.html,N/A
Shibam Hadarmout Restaurant,"Near Habtoor Auto Centre, Deira","Dubai, UAE",236177,+97142666024,N/A,https://www.yellowpages-uae.com/shibam-hadarmout-restaurant-161891.html,N/A
Shish Shawerma Restaurant Est,Corniche Rd,"Abu Dhabi, UAE",38107,+97126505576,N/A,https://www.yellowpages-uae.com/shish-shawerma-restaurant-est-164785.html,N/A
Shiv Sagar Restaurant LLC,"Meena Bazaar, Bur Dubai","Dubai, UAE",43527,+97143522020,N/A,https://www.yellowpages-uae.com/shiv-sagar-restaurant-llc-118080.html,N/A
Shoukath Restaurant,Karama,"Dubai, UAE",23050,+97143352526,N/A,https://www.yellowpages-uae.com/shoukath-restaurant-144272.html,N/A
Sigddi Restaurant LLC,"Besides Baby Shop, Al Zabel Rd, Karama","Dubai, UAE",184061,+97143548978,N/A,https://www.yellowpages-uae.com/sigddi-restaurant-llc-143237.html,N/A
Simran's Appa Kadai,Discovery Gardens,"Dubai, UAE",N/A,+97143348030,N/A,https://www.yellowpages-uae.com/simran-s-appa-kadai-149929.html,N/A
Sind Darbar Restaurant,"Al Muteena Rd, Deira","Dubai, UAE",N/A,+97142727934,N/A,https://www.yellowpages-uae.com/sind-darbar-restaurant-175256.html,N/A
Sindh Shahbaz Restaurant,"Opp Abdullah Bin Abbas Mosque, King Faisal St","Sharjah, UAE",N/A,+97165744104,N/A,https://www.yellowpages-uae.com/sindh-shahbaz-restaurant-68479.html,N/A
Singapore Deli,"Behind Pizza Hut, Opposite Burjuman Centre, Al Karama","Dubai, UAE",49612,+97143966885,N/A,https://www.yellowpages-uae.com/singapore-deli-129262.html,N/A
Sinugba ng Cucina Filipino Restaurant,"Amman Rd, Al Nahda 2","Dubai, UAE",N/A,+97142637482,N/A,https://www.yellowpages-uae.com/sinugba-ng-cucina-filipino-restaurant-175237.html,N/A
Sivestar Bhavan Restaurant,Bur Dubai,"Dubai, UAE",N/A,+97143979481,N/A,https://www.yellowpages-uae.com/sivestar-bhavan-restaurant-143791.html,N/A
Skye & Walker,Al Rigga,"Dubai, UAE",N/A,+97142131221,N/A,https://www.yellowpages-uae.com/skye-walker-175778.html,N/A
Slider Station,Al Wasl Road,"Dubai, UAE",N/A,+97100 544005,N/A,https://www.yellowpages-uae.com/slider-station-175779.html,N/A
Smiling BKK,"Shop 1, Block 1, Wasl Square, Opposite Safa Park, Al Wasl Road, Al Safa","Dubai, UAE",N/A,+97143884411,N/A,https://www.yellowpages-uae.com/smiling-bkk-173550.html,N/A
Sonia Company LLC,Rashidiya,"Dubai, UAE",52546,+97142863660,N/A,https://www.yellowpages-uae.com/sonia-company-llc-129747.html,N/A
Sontaya,Saadiyat Island,"Abu Dhabi, UAE",N/A,+97124988888,N/A,https://www.yellowpages-uae.com/sontaya-175721.html,N/A
Sophies Cafe,Jumeirah,"Dubai, UAE",N/A,+97144515982,N/A,https://www.yellowpages-uae.com/sophies-cafe-175780.html,N/A
Soy Express,Mussafah,"Abu Dhabi, UAE",N/A,+97125508900,N/A,https://www.yellowpages-uae.com/soy-express-147050.html,N/A
Soyumm,"Lamcy Plaza, Karama","Dubai, UAE",N/A,+97143584584,N/A,https://www.yellowpages-uae.com/soyumm-67460.html,N/A
Spaccanapoli,"Crown Plaza, Al Markaziyah","Abu Dhabi, UAE",N/A,+97126166261,N/A,https://www.yellowpages-uae.com/spaccanapoli-175722.html,N/A
Special Group of Rest and Catering Services,Khalidiya St,"Abu Dhabi, UAE",52100,+97126665512,N/A,https://www.yellowpages-uae.com/special-group-of-rest-and-catering-services-133262.html,N/A
Special Restaurant,N/A,"Abu Dhabi, UAE",52100,+97126665512,N/A,https://www.yellowpages-uae.com/special-restaurant-146033.html,N/A
Spectrum Restaurant,Backside of Deira Towers,"Dubai, UAE",N/A,+97142266103,N/A,https://www.yellowpages-uae.com/spectrum-restaurant-142526.html,N/A
Spice By Qureshi,"Ground floor, Ramada Chelsea Hotel, Al Barsha","Dubai, UAE",N/A,+97145019000,N/A,https://www.yellowpages-uae.com/spice-by-qureshi-143838.html,N/A
Spice Sense Restaurants,"406, Sobha Ivory 2, Business Bay","Dubai, UAE",N/A,+97145514134,N/A,https://www.yellowpages-uae.com/spice-sense-restaurants-169456.html,N/A
SpiceKlub,"Opposite Aster Hospital, Near Sharaf DG, Kuwait Street, Mankhool","Dubai, UAE",N/A,+97144489590,N/A,https://www.yellowpages-uae.com/spiceklub-173554.html,N/A
Spicy Thali Restaurant,Nuaimiyah,"Ajman, UAE",N/A,+97167419876,N/A,https://www.yellowpages-uae.com/spicy-thali-restaurant-142677.html,N/A
Spicyland Restaurant,"Bhnd Choitram S/M, Abu Shagara","Sharjah, UAE",N/A,+97165554515,N/A,https://www.yellowpages-uae.com/spicyland-restaurant-146665.html,N/A
Sports Star Restaurant & Cafe LLC,"Al Talal Building, Bhnd Sahara Centre, Al Nahda","Dubai, UAE",N/A,+97142669277,+971528414450,https://www.yellowpages-uae.com/sports-star-restaurant-cafe-llc-175288.html,N/A
Spring Onion Restaurant,"Silver Tower, Business Bay","Dubai, UAE",N/A,+971553151234,N/A,https://www.yellowpages-uae.com/spring-onion-restaurant-175335.html,N/A
Square Table Restaurant,"Opp Centrepoint, Bhnd Pizzahut, Karama","Dubai, UAE",N/A,+97143977223,+971528740231,https://www.yellowpages-uae.com/square-table-restaurant-175270.html,N/A
Stables Bar & Restaurant,"Near Farimont Hotel, Shk Zayed Road","Dubai, UAE",N/A,+97143425571,N/A,https://www.yellowpages-uae.com/stables-bar-restaurant-175781.html,N/A
Stand View Restaurant LLC,N/A,"Dubai, UAE",N/A,+97142238038,N/A,https://www.yellowpages-uae.com/stand-view-restaurant-llc-142912.html,N/A
Star Restaurant and Mini Market,"Near Main Gate, Jebel Ali Free Zone","Jebel Ali, UAE",16837,+97148818522,N/A,https://www.yellowpages-uae.com/star-restaurant-and-mini-market-123917.html,N/A
Starbucks Coffee,Deira City Centre,"Dubai, UAE",1277,+97142948442,N/A,https://www.yellowpages-uae.com/starbucks-coffee-116158.html,N/A
Stars N Bars,"Yas Marina, Yas Island","Abu Dhabi, UAE",N/A,+97125650101,N/A,https://www.yellowpages-uae.com/stars-n-bars-175723.html,N/A
Sterling Caravan,Garhoud,"Dubai, UAE",3929,+97142947771,N/A,https://www.yellowpages-uae.com/sterling-caravan-67150.html,N/A
Stills,"Crown Plaza, Yas Island","Abu Dhabi, UAE",N/A,+97126563066,N/A,https://www.yellowpages-uae.com/stills-175724.html,N/A
Stone Fire Pizza Kitchen,Near Real Cinemas. The Dubai Mall,"Dubai, UAE",N/A,+97143308152,N/A,https://www.yellowpages-uae.com/stone-fire-pizza-kitchen-67464.html,N/A
Stratos,Al Markaziyah,"Abu Dhabi, UAE",N/A,+97100 101101,N/A,https://www.yellowpages-uae.com/stratos-175741.html,N/A
Subah Hotel Management Services LLC,Mina Rd,"Abu Dhabi, UAE",48324,+97126723321,N/A,https://www.yellowpages-uae.com/subah-hotel-management-services-llc-140118.html,N/A
Subhiksha Restaurant,Hamdan St,"Abu Dhabi, UAE",N/A,+97126760675,N/A,https://www.yellowpages-uae.com/subhiksha-restaurant-147725.html,N/A
Sublime Lounge,"Ibis Hotel, 2nd Zabeel Road","Dubai, UAE",N/A,+97143187130,N/A,https://www.yellowpages-uae.com/sublime-lounge-67465.html,N/A
Subway,"Blk 7, Food Court, Knowledge Village","Dubai, UAE",502936,+97143644545,N/A,https://www.yellowpages-uae.com/subway-131293.html,N/A
Subway,"Times Square Centre, Sh zayed road","Dubai, UAE",N/A,+97143418808,N/A,https://www.yellowpages-uae.com/subway-68593.html,N/A
"Subway, The",Jumeira Lake Tower,"Dubai, UAE",27888,+97144327999,N/A,https://www.yellowpages-uae.com/subway-the-130056.html,N/A
SucreSale,Jumeira Lake Tower,"Dubai, UAE",N/A,+97144484648,N/A,https://www.yellowpages-uae.com/sucresale-103625.html,N/A
Sugar Box,"418 University City Rd, Ind Area 13","Dubai, UAE",N/A,+97143446084,+971504337994,https://www.yellowpages-uae.com/dubai-sugar-box-67467.html,N/A
Sugar Factory,"Shop MW 18, Festival City Mall","Dubai, UAE",N/A,+97142843456,N/A,https://www.yellowpages-uae.com/sugar-factory-176385.html,N/A
Sugoi,"2nd Floor Dubai Mall Food Court, Downtown Burj Khalifa","Dubai, UAE",52546,+97144340755,N/A,https://www.yellowpages-uae.com/sugoi-62654.html,N/A
Sukh Sagar at the Beach,N/A,"Dubai, UAE",N/A,+97144370188,N/A,https://www.yellowpages-uae.com/sukh-sagar-at-the-beach-67799.html,N/A
Sukh Sagar LLC,"Near Park Regis Kris Kin Hotel, Kuwait Street, Al Karama","Dubai, UAE",52119,+97143967222,+97143967291,https://www.yellowpages-uae.com/sukh-sagar-llc-130754.html,N/A
Sultan Palace Restaurant,"opposite Zabeel Park, Near Karama Fish Market, Karama","Dubai, UAE",N/A,+97143709377,N/A,https://www.yellowpages-uae.com/sultan-palace-restaurant-67468.html,N/A
Sultana Restaurant,Muroor Rd,"Abu Dhabi, UAE",95526,+97124482343,N/A,https://www.yellowpages-uae.com/sultana-restaurant-125396.html,N/A
Sum of Us,"Trade Cntre 1, Shk Zayed Road","Dubai, UAE",N/A,+971564457526,N/A,https://www.yellowpages-uae.com/sum-of-us-175782.html,N/A
Sumaya Restaurant,"Near Sharjah Cinema, Al Marija St","Sharjah, UAE",28405,+97165681823,N/A,https://www.yellowpages-uae.com/sumaya-restaurant-135721.html,N/A
Sumibiya,"Baniyas Rd, Deira","Dubai, UAE",476,+97142057033,N/A,https://www.yellowpages-uae.com/sumibiya-142724.html,N/A
